index,M,T,r,q,sig,bsPrice
GBM-7818,0.877227,2.706,0.0241143,0.0284731,0.299779,13.1005
GBM-7819,1.1924,1.4199,0.0281777,0.0179457,0.393398,26.2671
GBM-7820,1.01917,2.8501,0.0117903,0.0155202,0.472691,29.9453
GBM-7821,0.812532,1.68404,0.0242901,0.0214883,0.248407,5.49265
GBM-7822,0.91026,2.53682,0.0226589,0.0278493,0.0984092,2.25845
GBM-7823,0.812162,0.0450987,0.021121,0.0156528,0.16119,3.78712e-10
GBM-7824,1.12895,1.5516,0.0247612,0.0168772,0.137239,14.1075
GBM-7825,0.906433,0.166667,0.0206004,0.000496083,0.465074,3.93006
GBM-7826,1.02066,2.19406,0.0268467,0.00462472,0.464323,29.1794
GBM-7827,0.998185,0.763378,0.0294156,0.0258115,0.265007,9.07837
GBM-7828,0.901799,1.0495,0.0109334,0.0121544,0.175248,3.23215
GBM-7829,1.15422,1.428,0.0175187,0.00902206,0.256386,19.6575
GBM-7830,0.908471,2.10099,0.0238951,0.0227057,0.260219,10.7402
GBM-7831,0.97714,2.89289,0.0129024,0.0008369,0.436648,29.3096
GBM-7832,1.15201,1.67241,0.0197084,0.0140843,0.266777,20.4379
GBM-7833,0.947032,2.76174,0.0176519,0.00912797,0.40797,24.7807
GBM-7834,1.11798,2.50803,0.0127331,0.0223356,0.110233,11.0315
GBM-7835,1.05349,0.231133,0.013496,0.0269985,0.253866,7.47038
GBM-7836,0.869057,1.86438,0.0180756,0.00907513,0.135557,2.91401
GBM-7837,0.985826,2.8069,0.0243694,0.00867259,0.353131,23.8297
GBM-7838,1.04952,0.938511,0.018608,0.0215784,0.46214,19.2393
GBM-7839,1.19338,0.0270002,0.0105333,0.00539536,0.347038,16.2153
GBM-7840,0.815124,1.38214,0.0122769,0.0123428,0.426443,12.2457
GBM-7841,1.08956,1.64474,0.014816,0.00434108,0.057627,9.97682
GBM-7842,1.14467,0.964945,0.024471,0.0220112,0.239815,16.2913
GBM-7843,0.958812,2.66055,0.0245573,0.00614373,0.466127,29.377
GBM-7844,1.15832,2.69228,0.0251777,0.0184771,0.268082,23.5846
GBM-7845,0.853181,1.54347,0.0123659,0.00489505,0.217258,5.28338
GBM-7846,1.16112,1.25402,0.0174835,0.0238627,0.368297,22.0567
GBM-7847,0.811749,1.99643,0.0127137,0.014126,0.444022,16.7642
GBM-7848,0.914199,1.03792,0.0115686,0.00543861,0.450021,14.796
GBM-7849,0.931092,0.452289,0.0263261,0.0188011,0.0629135,0.0992062
GBM-7850,0.922256,2.70498,0.010322,0.0182363,0.319071,16.0184
GBM-7851,1.00323,1.04164,0.0291921,0.0030928,0.361057,15.8942
GBM-7852,1.05872,2.72579,0.0249845,0.00609523,0.388398,28.846
GBM-7853,1.11937,0.0678645,0.0153591,0.0161112,0.0560716,10.6476
GBM-7854,1.10635,2.6272,0.0235847,0.0270563,0.440488,29.1228
GBM-7855,0.922987,1.82454,0.0274664,0.0265644,0.157945,5.09522
GBM-7856,1.04397,2.9347,0.0240142,0.0249505,0.102438,8.37132
GBM-7857,1.00556,0.740533,0.0262461,0.0129136,0.332289,11.9486
GBM-7858,0.877249,2.47316,0.0202657,0.0224126,0.168153,5.14872
GBM-7859,1.14822,0.842849,0.0257518,0.00159057,0.0902572,14.726
GBM-7860,1.02514,2.95591,0.023461,0.0289987,0.0592402,4.11174
GBM-7861,0.844315,0.0658508,0.0294275,0.026809,0.181146,0.000169869
GBM-7862,0.866178,1.93668,0.0297938,0.021085,0.290941,10.7407
GBM-7863,1.15011,2.64544,0.0294934,0.00882107,0.436684,34.2297
GBM-7864,0.890235,1.36473,0.018833,0.0243212,0.299549,8.82506
GBM-7865,0.945443,0.483973,0.0211355,0.020923,0.383455,8.19134
GBM-7866,0.862653,1.60504,0.0203143,0.018713,0.334571,10.9817
GBM-7867,0.959547,2.3288,0.0240173,0.0120761,0.247283,13.9988
GBM-7868,0.91351,1.18165,0.0178211,0.013732,0.1063,1.57921
GBM-7869,1.0994,0.553224,0.010878,0.0243153,0.17103,10.0053
GBM-7870,0.941292,2.20393,0.0137248,0.00452181,0.169717,8.22581
GBM-7871,0.923702,1.97758,0.0182457,0.00793284,0.158777,6.33792
GBM-7872,1.07692,1.15162,0.0289714,0.018602,0.261744,15.001
GBM-7873,0.955878,1.83103,0.0156659,0.0105348,0.46431,22.882
GBM-7874,0.803744,0.932475,0.0213722,0.0192612,0.397359,7.43195
GBM-7875,0.99219,1.08498,0.0116048,0.0187825,0.305541,11.7291
GBM-7876,0.875207,0.019025,0.0157464,0.0297714,0.456359,0.0409315
GBM-7877,0.824988,2.82184,0.0210542,0.0128211,0.423022,21.1453
GBM-7878,1.1886,2.47364,0.0143371,0.0206032,0.314367,24.9639
GBM-7879,1.12269,1.57855,0.0284951,0.0100027,0.424721,26.6413
GBM-7880,0.972191,0.117937,0.0132941,0.00707565,0.0561003,0.0675881
GBM-7881,1.13557,0.0690155,0.0244992,0.012644,0.312653,12.1978
GBM-7882,1.1206,2.68538,0.010293,0.00647049,0.492278,35.0542
GBM-7883,1.03191,0.474311,0.0171863,0.000412759,0.15859,6.47392
GBM-7884,1.08297,1.61552,0.0162124,0.0165098,0.214923,14.3056
GBM-7885,1.07803,0.695307,0.0120157,0.0268463,0.142214,8.22977
GBM-7886,0.830097,1.76014,0.0223302,0.0217451,0.199339,3.96842
GBM-7887,1.06077,2.87568,0.0220602,0.0247829,0.143478,11.3069
GBM-7888,0.922213,0.287684,0.0182621,0.00088691,0.444461,6.40786
GBM-7889,1.06682,0.348032,0.0291448,0.00964107,0.161244,8.07085
GBM-7890,1.13468,0.95629,0.0133814,0.0167274,0.152207,12.9776
GBM-7891,0.929833,0.77242,0.023885,0.00862743,0.219139,5.12715
GBM-7892,0.866343,1.67753,0.0142045,0.00660745,0.372182,13.9669
GBM-7893,0.856849,2.0068,0.016137,0.00690986,0.109561,1.71561
GBM-7894,1.01686,2.54866,0.0117616,0.0107655,0.128349,8.82598
GBM-7895,0.893416,0.372475,0.0115338,0.0290161,0.405617,5.27029
GBM-7896,1.16623,2.83459,0.0111781,0.000929995,0.0564629,16.7544
GBM-7897,0.953307,1.74449,0.0261352,0.0077122,0.333623,16.5722
GBM-7898,0.802913,1.20808,0.0230278,0.0280265,0.220073,2.4649
GBM-7899,0.81683,0.511263,0.0229846,0.0173215,0.0742289,0.000118433
GBM-7900,1.16856,0.0168003,0.0261414,0.0132707,0.354393,14.4403
GBM-7901,1.10298,1.38306,0.0151373,0.00460579,0.193085,14.8125
GBM-7902,0.828636,0.633269,0.0116101,0.00131405,0.129646,0.178445
GBM-7903,1.08073,1.2335,0.0155751,0.000253447,0.49521,25.5736
GBM-7904,0.845497,1.99799,0.0282582,0.00933131,0.369866,15.4819
GBM-7905,1.06262,1.81734,0.0198428,0.0130831,0.318071,19.6594
GBM-7906,0.868439,1.87431,0.0119039,0.0291444,0.355356,12.1807
GBM-7907,1.08807,2.41417,0.0220945,0.0184567,0.0804121,10.0148
GBM-7908,1.14396,1.54594,0.0295009,0.0173811,0.258054,19.7175
GBM-7909,1.03721,2.99754,0.0142343,0.00829109,0.475115,32.95
GBM-7910,1.03245,0.201265,0.0223485,0.00196074,0.262026,6.58572
GBM-7911,1.17328,0.880748,0.0178887,0.00779798,0.360178,21.4845
GBM-7912,1.11565,2.20559,0.0200257,0.00408498,0.294523,23.5234
GBM-7913,1.06349,0.455438,0.0196464,0.0113468,0.433843,14.6346
GBM-7914,0.84215,0.0603489,0.0121345,0.0221555,0.152615,1.74183e-06
GBM-7915,1.02603,1.03119,0.0167901,0.00219088,0.230897,11.2547
GBM-7916,0.920517,2.43061,0.0260546,0.0135701,0.24302,12.464
GBM-7917,0.83687,0.585403,0.021228,0.0130382,0.237985,1.79379
GBM-7918,0.812213,0.501338,0.0294788,0.000233595,0.440586,5.57453
GBM-7919,1.17749,0.509221,0.0139139,0.00225517,0.240194,16.8965
GBM-7920,1.0205,1.9802,0.0122,0.0243174,0.225982,11.8854
GBM-7921,1.08606,1.21128,0.0221511,0.00558474,0.391252,21.3976
GBM-7922,0.95126,1.70089,0.0142754,0.0237923,0.156015,5.18412
GBM-7923,1.01362,2.61207,0.0251898,0.0220636,0.394457,24.3812
GBM-7924,0.841515,1.03753,0.0277128,0.0277141,0.225393,3.16881
GBM-7925,1.09351,1.27745,0.0266296,0.019984,0.370546,20.372
GBM-7926,0.815461,1.93925,0.0180806,0.0158625,0.377268,13.1468
GBM-7927,0.837662,1.39844,0.0211888,0.0140599,0.416042,13.0273
GBM-7928,0.899912,0.154901,0.020578,0.00673876,0.17429,0.208447
GBM-7929,0.84053,2.94587,0.017261,0.0244184,0.499386,25.0093
GBM-7930,0.826425,0.887272,0.029779,0.00765358,0.404594,8.7482
GBM-7931,1.08001,0.558957,0.0141569,0.00634584,0.117465,8.58743
GBM-7932,1.1021,1.17077,0.0169148,0.0267748,0.106448,9.37352
GBM-7933,0.910425,2.31561,0.0236324,0.000454068,0.222811,11.7712
GBM-7934,0.925854,0.233242,0.0101284,0.025835,0.32978,3.22106
GBM-7935,0.988812,1.25659,0.0260036,0.0183794,0.387992,16.7549
GBM-7936,1.05478,0.219688,0.0293928,0.0222592,0.202172,6.91481
GBM-7937,0.984533,1.90256,0.0216755,0.015768,0.387027,20.2586
GBM-7938,1.03116,1.88907,0.0275174,0.022674,0.390479,21.7976
GBM-7939,1.00176,0.773641,0.0208687,0.0159172,0.197934,7.11125
GBM-7940,0.863844,1.63464,0.0218093,0.0281931,0.383904,12.9726
GBM-7941,1.18293,2.03777,0.011639,0.00939039,0.413278,29.5926
GBM-7942,0.819239,1.11722,0.0294935,0.0111939,0.131083,0.692604
GBM-7943,0.94919,1.71896,0.021747,0.0183673,0.49435,22.97
GBM-7944,1.18817,0.392527,0.0212636,0.0110828,0.48329,20.8622
GBM-7945,1.15697,2.76074,0.02598,0.0232176,0.170625,17.8822
GBM-7946,0.878695,1.72531,0.0141703,0.0154738,0.483547,19.6587
GBM-7947,0.992691,1.15533,0.025073,0.0179988,0.285034,11.9603
GBM-7948,0.901417,0.821367,0.0155209,0.0153847,0.0690555,0.132169
GBM-7949,1.08127,1.23435,0.0105953,0.00857448,0.370133,19.6199
GBM-7950,1.03745,0.251339,0.0204978,0.0251822,0.452713,10.666
GBM-7951,1.15932,2.39217,0.0139057,0.00550801,0.396951,30.3753
GBM-7952,0.895975,1.85177,0.0231392,0.0164215,0.445057,19.6065
GBM-7953,1.18311,1.55722,0.0160098,0.0109142,0.282462,22.1049
GBM-7954,0.877963,2.45437,0.0128667,0.00150701,0.17431,6.82357
GBM-7955,1.13384,0.459148,0.0158501,0.0036227,0.301735,15.2794
GBM-7956,0.803642,0.141948,0.0272173,0.0171981,0.486269,1.1742
GBM-7957,0.864065,2.59069,0.0268803,0.0112884,0.108903,3.00582
GBM-7958,1.18218,1.1685,0.0222381,0.00765177,0.39884,25.2059
GBM-7959,1.11579,1.70364,0.0234044,0.0120491,0.184324,15.9649
GBM-7960,1.14104,1.63091,0.022715,0.00266723,0.172444,17.7643
GBM-7961,0.864641,0.120904,0.0261703,0.0211599,0.261998,0.232365
GBM-7962,1.15452,2.63249,0.016746,0.000232072,0.0564065,17.1206
GBM-7963,0.910257,2.15413,0.0260941,0.0208154,0.265448,11.6252
GBM-7964,1.09453,1.14499,0.0248174,0.0231215,0.252702,14.8771
GBM-7965,1.07984,1.13993,0.016869,0.0113148,0.474101,23.125
GBM-7966,1.08749,2.45305,0.0240184,0.0112332,0.137998,14.3042
GBM-7967,1.0478,2.82745,0.010498,0.0139911,0.170009,12.553
GBM-7968,0.882257,0.74966,0.0102359,0.00747002,0.47853,11.6222
GBM-7969,0.849122,0.0120595,0.0142493,0.0272951,0.324501,1.68693e-06
GBM-7970,0.917246,1.09603,0.0116373,0.0277558,0.381859,11.4308
GBM-7971,1.03149,2.33572,0.0198307,0.00649363,0.475957,30.1846
GBM-7972,0.803276,1.97523,0.0146977,0.0216855,0.481933,17.7806
GBM-7973,0.883789,1.78845,0.0185057,0.0225883,0.377233,14.4192
GBM-7974,1.12154,1.07194,0.0286478,0.0196804,0.324528,18.8458
GBM-7975,0.929827,2.97804,0.0263698,0.0103014,0.138748,8.18559
GBM-7976,1.05913,2.64748,0.018606,0.00145117,0.49672,34.8344
GBM-7977,1.00559,1.74306,0.0263956,0.00151325,0.399045,22.6951
GBM-7978,0.982941,2.14685,0.0296928,0.0260516,0.499709,26.6997
GBM-7979,0.846159,1.51926,0.0168421,0.0222758,0.336603,9.65211
GBM-7980,0.928809,0.691742,0.0121274,0.0219186,0.278619,5.89597
GBM-7981,1.06028,1.4612,0.0227048,0.0147469,0.3634,19.9593
GBM-7982,0.863647,0.850672,0.0234109,0.0254867,0.270387,4.45142
GBM-7983,0.882465,2.94774,0.0268836,0.00421777,0.47091,29.0567
GBM-7984,1.01331,2.72596,0.0232799,0.022034,0.125992,8.53736
GBM-7985,0.880715,1.36516,0.0274906,0.00758748,0.391187,14.073
GBM-7986,1.18707,1.75763,0.0210512,0.0253708,0.315636,22.9714
GBM-7987,0.879785,1.09438,0.0264203,0.0251681,0.0621391,0.065454
GBM-7988,0.952572,2.09956,0.0242772,0.0265987,0.263065,12.2324
GBM-7989,1.08909,2.31242,0.0265723,0.0168834,0.336821,23.7547
GBM-7990,0.97838,0.256868,0.0208583,0.0222167,0.300119,5.0439
GBM-7991,1.06612,2.21776,0.0257729,0.0224025,0.32733,21.1599
GBM-7992,1.19424,2.59594,0.0163823,0.0117518,0.381271,30.7298
GBM-7993,1.04034,1.40079,0.0243086,0.00763167,0.281635,15.936
GBM-7994,0.929796,2.15937,0.0139762,0.0127417,0.19605,8.35183
GBM-7995,1.1246,2.55129,0.0267155,0.0271594,0.328568,23.8107
GBM-7996,0.878453,1.18586,0.0101808,0.0288064,0.188663,2.8581
GBM-7997,1.15635,2.55115,0.0106729,0.0139761,0.443283,31.6066
GBM-7998,1.07418,1.64446,0.0232615,0.00931359,0.402999,23.927
GBM-7999,0.849176,0.724794,0.0204444,0.0288744,0.232103,2.27534
GBM-8000,0.942112,0.636492,0.0132112,0.0161679,0.405338,10.2115
GBM-8001,0.987791,1.54041,0.0293442,0.0282125,0.319807,14.6403
GBM-8002,1.1954,2.16213,0.0240643,0.0289593,0.491573,32.3452
GBM-8003,0.911758,2.36366,0.0154995,0.015034,0.288409,13.4984
GBM-8004,0.92121,2.8559,0.0229829,0.00617549,0.371371,22.954
GBM-8005,1.14669,2.58626,0.010251,0.0281924,0.204198,16.0548
GBM-8006,0.844057,0.48833,0.0100063,0.0099587,0.13813,0.166406
GBM-8007,1.0198,1.8631,0.0139254,0.0220026,0.321431,16.8477
GBM-8008,1.05327,2.20506,0.0202168,0.0203656,0.27742,17.7305
GBM-8009,1.16079,0.968809,0.0179237,0.0203225,0.19559,15.6307
GBM-8010,1.0512,2.39469,0.0169284,0.00786494,0.140112,12.0116
GBM-8011,1.03849,2.11787,0.0185067,0.0169357,0.469733,27.2739
GBM-8012,1.02582,1.37567,0.0265875,0.0085715,0.0692037,6.1237
GBM-8013,0.895191,2.0154,0.0220482,0.0222544,0.336276,13.984
GBM-8014,0.836912,2.8234,0.0158986,0.0269706,0.428694,19.4751
GBM-8015,1.1202,0.0537746,0.0145225,0.0153306,0.379572,11.1045
GBM-8016,0.862905,0.360126,0.0259771,0.00986299,0.308567,2.52514
GBM-8017,0.88158,2.42198,0.0180873,0.00576019,0.0721472,1.2613
GBM-8018,0.869024,0.617269,0.0165127,0.028902,0.438014,7.9584
GBM-8019,1.16211,0.247239,0.0204944,0.0278977,0.138211,13.7321
GBM-8020,1.03894,2.32883,0.0268742,0.00690738,0.386036,26.0862
GBM-8021,1.02639,1.38423,0.0266825,0.00348206,0.393766,20.6637
GBM-8022,0.906603,0.597375,0.0244763,0.00594404,0.0718042,0.14491
GBM-8023,0.945356,1.55009,0.0154834,0.0290786,0.398,15.8485
GBM-8024,0.964685,1.99112,0.0173258,0.00719922,0.159535,8.14199
GBM-8025,0.807678,1.86493,0.0190524,0.0048976,0.409749,15.1791
GBM-8026,0.883983,2.22269,0.0191819,0.0296934,0.145728,3.25014
GBM-8027,0.932666,0.832281,0.0199941,0.0168354,0.399245,11.5697
GBM-8028,1.15793,1.56859,0.0106796,0.00401719,0.304477,22.306
GBM-8029,0.975487,1.56804,0.0290011,0.0176776,0.309889,14.6744
GBM-8030,1.02591,0.967243,0.022308,0.0296264,0.359556,14.4218
GBM-8031,1.02846,0.389629,0.0161255,0.0180614,0.324511,9.31146
GBM-8032,1.0692,2.83719,0.0230599,0.0265589,0.137136,11.1093
GBM-8033,0.967888,0.692655,0.0145432,0.027162,0.0816591,1.13166
GBM-8034,0.972811,0.273105,0.0226171,0.0235186,0.446312,8.01957
GBM-8035,1.11898,2.53387,0.0115969,0.029454,0.10207,9.31718
GBM-8036,1.09523,2.79138,0.0236136,0.00547782,0.436367,33.1428
GBM-8037,0.957429,2.35448,0.0247416,0.0036049,0.313831,19.1185
GBM-8038,1.12012,1.35456,0.0174741,0.0264282,0.470852,24.8056
GBM-8039,0.938742,1.77544,0.019439,0.000691826,0.312825,15.2648
GBM-8040,0.892313,2.22412,0.0195035,0.0076172,0.23357,10.1618
GBM-8041,0.857114,2.37596,0.0151342,0.0161668,0.128167,2.49553
GBM-8042,0.97822,1.12439,0.0140366,0.004765,0.280223,11.2451
GBM-8043,1.03088,0.20509,0.0115215,0.019032,0.215499,5.40493
GBM-8044,0.884365,2.44534,0.0189975,0.00211363,0.106062,3.43624
GBM-8045,1.1386,0.317529,0.0267486,0.0216527,0.305586,14.2791
GBM-8046,1.1417,1.20273,0.0232083,0.0181639,0.0715394,12.7726
GBM-8047,0.989296,2.21902,0.0270187,0.0189652,0.475918,26.8067
GBM-8048,1.02551,1.7115,0.0247809,0.00267312,0.306312,18.5522
GBM-8049,1.19115,0.691344,0.027372,0.015764,0.295287,19.4564
GBM-8050,0.877776,2.84568,0.0158394,0.00496747,0.475045,27.3835
GBM-8051,1.19027,1.04344,0.0114407,0.0205362,0.0775539,14.9116
GBM-8052,0.842527,2.57347,0.01514,0.0123195,0.41723,19.8146
GBM-8053,1.0586,2.72462,0.0130355,0.0261942,0.429939,26.5321
GBM-8054,0.914464,1.4835,0.0241989,0.000227889,0.351977,14.806
GBM-8055,1.00782,0.789632,0.0149692,0.025404,0.136932,4.73421
GBM-8056,1.12538,2.03808,0.0258689,0.0117341,0.430682,29.2406
GBM-8057,0.813959,1.53001,0.0225284,0.0069281,0.208879,3.95263
GBM-8058,1.17956,0.0608597,0.0294433,0.00428211,0.492003,15.7817
GBM-8059,0.921313,0.844133,0.0298112,0.00990556,0.241395,6.09903
GBM-8060,0.95087,0.546778,0.027687,0.0087293,0.25126,5.65818
GBM-8061,1.13629,2.6664,0.0214877,0.02022,0.465741,32.5391
GBM-8062,0.987632,2.54178,0.0188765,0.0106162,0.28864,18.0552
GBM-8063,1.17432,2.60329,0.0204264,0.024383,0.12049,15.2287
GBM-8064,1.09271,2.30251,0.0146877,0.00990169,0.165123,14.6398
GBM-8065,1.08308,0.360641,0.0238366,0.0184339,0.186763,9.25141
GBM-8066,1.17279,1.65942,0.0214559,0.029975,0.498867,29.3387
GBM-8067,1.077,2.28161,0.0290214,0.0188476,0.071428,9.87213
GBM-8068,0.925231,2.72219,0.0210537,0.02832,0.40643,21.0747
GBM-8069,0.910232,2.02589,0.0189348,0.0098852,0.0580528,0.819239
GBM-8070,1.10563,2.46352,0.0184423,0.0143434,0.337434,24.5588
GBM-8071,0.939508,2.38684,0.0153441,0.0267754,0.268384,12.0991
GBM-8072,0.953424,1.51482,0.0182937,0.0195814,0.107336,3.13737
GBM-8073,0.970436,0.831488,0.0111032,0.00121565,0.0712653,1.66338
GBM-8074,0.894727,0.617287,0.0185164,0.0233588,0.214693,2.60866
GBM-8075,0.834248,0.107644,0.0184252,0.00444162,0.20447,0.00832429
GBM-8076,0.908259,2.34009,0.0110761,0.00837675,0.470364,24.4512
GBM-8077,0.849428,2.46995,0.020526,0.01498,0.188782,6.02356
GBM-8078,0.948101,2.53723,0.0292355,0.0172688,0.292307,16.7349
GBM-8079,1.15238,0.898056,0.019789,0.00635555,0.315486,19.4725
GBM-8080,1.04779,1.81375,0.0176648,0.0041124,0.456883,26.725
GBM-8081,1.04497,0.619204,0.0135789,0.0170868,0.324532,12.0048
GBM-8082,0.991812,1.32486,0.0260774,0.0184798,0.494834,21.9466
GBM-8083,0.815883,1.09975,0.0290339,0.00351623,0.460423,12.604
GBM-8084,1.14205,0.0777874,0.0286727,0.0173469,0.192214,12.5085
GBM-8085,1.00847,1.42123,0.0181746,0.0149482,0.264045,12.8078
GBM-8086,0.935077,1.81798,0.0115927,0.0115537,0.383598,17.4489
GBM-8087,1.00473,0.406634,0.0240364,0.0155365,0.0868151,2.6136
GBM-8088,0.801262,0.0266754,0.0140903,0.00866803,0.102992,1.00723e-40
GBM-8089,0.878718,1.58063,0.0219633,0.0116937,0.137943,2.78439
GBM-8090,1.03044,1.43676,0.0204023,0.0175838,0.0514114,4.33841
GBM-8091,1.08551,0.830741,0.0273028,0.0117542,0.101616,9.66514
GBM-8092,1.11936,1.63165,0.0261664,0.0122506,0.142153,14.6094
GBM-8093,1.12409,1.89001,0.0129406,0.00498322,0.393794,26.5271
GBM-8094,0.932276,2.75211,0.0180379,0.0207352,0.293357,15.3173
GBM-8095,0.847917,1.08465,0.0145036,0.0185632,0.367325,8.73698
GBM-8096,1.08928,2.35596,0.0109653,0.00444393,0.336099,24.2814
GBM-8097,0.989314,1.46451,0.0141158,0.0216885,0.322631,14.1136
GBM-8098,0.979139,2.92013,0.0293826,0.00485139,0.459274,31.8415
GBM-8099,1.17811,0.335112,0.0195337,0.0197319,0.259695,15.9743
GBM-8100,1.14378,1.91687,0.0263468,0.0022108,0.303656,24.7933
GBM-8101,1.10375,2.75634,0.0121895,0.0272014,0.112075,9.58425
GBM-8102,0.972086,1.84393,0.0228147,0.0238156,0.173564,7.72424
GBM-8103,1.18455,0.0875096,0.0194676,0.00201204,0.146523,15.7062
GBM-8104,0.813567,0.137836,0.0258768,0.00204002,0.450469,1.00627
GBM-8105,0.827916,2.83371,0.0128614,0.0170344,0.159902,3.72884
GBM-8106,1.09264,0.261391,0.0282864,0.0290728,0.299854,10.942
GBM-8107,1.11329,1.73461,0.0178899,0.00833773,0.0826083,12.1245
GBM-8108,1.15384,0.827308,0.0220278,0.0178635,0.378817,20.3798
GBM-8109,1.18007,1.77997,0.0271336,0.00781349,0.220699,21.7388
GBM-8110,0.971949,2.64758,0.0293704,0.0270619,0.486824,27.9484
GBM-8111,1.15342,2.9502,0.0228605,0.00926097,0.186006,21.2314
GBM-8112,1.06847,1.63889,0.0184502,0.00396886,0.268792,17.6985
GBM-8113,1.05578,0.190962,0.026488,0.0205701,0.0685231,5.40522
GBM-8114,1.12653,2.9108,0.0223366,0.00270143,0.244297,24.3772
GBM-8115,1.10738,1.1528,0.0205455,0.027513,0.366567,19.1841
GBM-8116,0.973955,0.482703,0.0186812,0.00626236,0.221955,5.2173
GBM-8117,0.936308,1.00395,0.0202382,0.0208472,0.178014,4.32722
GBM-8118,0.869715,0.749752,0.0205631,0.0215295,0.286084,4.63696
GBM-8119,0.993024,1.16259,0.019654,0.0231744,0.0803418,2.86652
GBM-8120,0.892833,1.79468,0.0179687,0.0137752,0.202148,6.47939
GBM-8121,1.01715,0.0536489,0.0204238,0.019181,0.432411,4.85873
GBM-8122,1.04903,2.12594,0.0241404,0.0277828,0.442317,25.2679
GBM-8123,1.04723,0.449043,0.0221049,0.00961624,0.202352,8.13465
GBM-8124,0.877368,2.42568,0.0133964,0.00588232,0.262052,11.645
GBM-8125,1.15632,1.40364,0.0245605,0.0281452,0.451332,25.8571
GBM-8126,0.928561,2.49612,0.0162971,0.0230582,0.481088,24.9865
GBM-8127,1.06876,2.46512,0.0183256,0.0124271,0.0940453,10.0647
GBM-8128,0.817132,2.49232,0.010212,0.00531144,0.339423,14.1043
GBM-8129,1.0576,2.19498,0.0297533,0.0209972,0.187572,13.9985
GBM-8130,0.857978,0.250248,0.0180688,0.0191294,0.456317,3.65949
GBM-8131,0.994828,0.52233,0.0246997,0.0272315,0.491293,13.618
GBM-8132,1.12041,0.0799067,0.0264508,0.0118817,0.282059,11.0928
GBM-8133,0.855813,0.382549,0.0217275,0.00525018,0.196857,0.693911
GBM-8134,1.1839,2.08296,0.0213202,0.0289756,0.0824887,13.8341
GBM-8135,0.966878,2.38684,0.0152123,0.0041309,0.169527,9.99859
GBM-8136,0.88006,2.74314,0.0110211,0.00123435,0.285495,14.7604
GBM-8137,0.983406,0.797279,0.0129282,0.0207581,0.218496,6.64252
GBM-8138,0.85084,0.573256,0.0183652,0.0201253,0.44785,7.3722
GBM-8139,0.899857,2.26128,0.0279614,0.0265629,0.24122,9.76681
GBM-8140,1.13725,0.924419,0.0175955,0.0253436,0.200469,14.0094
GBM-8141,1.14084,1.26412,0.0107232,0.0218575,0.195343,14.5547
GBM-8142,0.962053,0.197516,0.0217712,0.0268185,0.338373,4.27955
GBM-8143,0.970993,2.05103,0.0196542,0.0271353,0.0994605,3.5962
GBM-8144,0.917547,0.080149,0.0136346,0.00901942,0.491352,2.38126
GBM-8145,1.19626,2.24183,0.0258069,0.00958244,0.231799,23.909
GBM-8146,0.803188,2.81953,0.0220961,0.0290507,0.122867,1.30597
GBM-8147,0.994594,1.11424,0.0146758,0.00926791,0.137398,5.74984
GBM-8148,0.891754,0.818823,0.0101053,0.0145367,0.46352,11.9225
GBM-8149,1.00147,1.13146,0.0262671,0.00151753,0.127751,6.90356
GBM-8150,1.16136,1.67625,0.010325,0.00240002,0.306776,23.1689
GBM-8151,0.926724,1.868,0.0235931,0.0288071,0.374543,16.0283
GBM-8152,0.929516,2.83068,0.0125791,0.0116368,0.194386,9.79509
GBM-8153,1.0613,1.04793,0.0149616,0.0140042,0.338266,16.2386
GBM-8154,0.959856,2.28272,0.0140728,0.0184235,0.25303,12.5411
GBM-8155,1.17945,1.54299,0.0191038,0.0121615,0.176848,18.1832
GBM-8156,1.05859,0.336716,0.0194994,0.023482,0.218085,8.01436
GBM-8157,1.12139,2.72811,0.0246654,0.00311085,0.411974,32.9488
GBM-8158,0.931893,2.3833,0.0180909,0.00500756,0.231808,12.4163
GBM-8159,0.9336,1.62466,0.0222264,0.0124666,0.130776,4.35891
GBM-8160,1.15531,0.468967,0.0176033,0.0131581,0.333895,16.8611
GBM-8161,0.863572,0.361117,0.0171931,0.0206861,0.0606765,2.15601e-05
GBM-8162,1.10173,0.355617,0.0200879,0.0113929,0.359019,13.6863
GBM-8163,1.01365,0.410895,0.0221047,0.00610494,0.135923,4.51685
GBM-8164,0.846331,2.08796,0.0227157,0.0198434,0.463546,19.7447
GBM-8165,0.987579,1.7699,0.0179154,0.0199382,0.0590025,2.32796
GBM-8166,0.893861,2.41848,0.0259221,0.00306643,0.463521,25.9356
GBM-8167,1.01821,2.52187,0.0258124,0.0273447,0.235384,14.4078
GBM-8168,1.15885,0.461695,0.0216951,0.0287154,0.1887,14.0192
GBM-8169,0.914368,1.38492,0.0236465,0.0255566,0.335314,11.5901
GBM-8170,0.86417,0.754167,0.0159771,0.0268438,0.406915,8.09833
GBM-8171,0.947301,0.629885,0.0119033,0.0132355,0.473504,12.5564
GBM-8172,0.965897,1.76812,0.0172451,0.0113603,0.238315,11.322
GBM-8173,0.93777,2.2474,0.011076,0.00736809,0.431512,22.9293
GBM-8174,0.817242,1.3885,0.0251649,0.0255201,0.14213,0.984744
GBM-8175,1.18697,1.76618,0.0204219,0.00152102,0.106576,18.8898
GBM-8176,0.821533,2.33078,0.0263653,0.0185946,0.199497,5.46825
